,itr,T,N1,N2,beta,r,log_rank_greater,hc_greater,fisher_greater,min_p_greater,berk_jones_greater,wilcoxon_greater,log_rank_less,hc_less,fisher_less,min_p_less,berk_jones_less,wilcoxon_less
93,2,2000,1000,1000,0.45,0.19999999999999998,7.372423154849248,2.0884097827441654,4174.637753338859,8.140443194121021,3.945335042098665,28.26582070434297,0.0006285412493361539,1.5729565262196203,3763.352648548157,7.9754144673476075,9.525704493534459,5.300204719561902e-13
94,2,2000,1000,1000,0.45,0.3,7.412375567803765,5.597873236942773,4133.5736133097125,11.106630696103338,5.511942044035928,33.72775512189164,0.0006039170979791514,1.407930319337761,4010.521371618996,8.26333062289403,3.493312981291271,2.2204460492503154e-15
95,2,2000,1000,1000,0.45,0.39999999999999997,12.814597111767393,4.619702855403806,4396.968434440166,10.25607765905656,12.814803537439985,67.92590648699498,2.72076966836959e-06,1.7152914228560083,3844.4475605222055,8.521650698858279,10.206296140616226,-0.0
96,2,2000,1000,1000,0.45,0.49999999999999994,31.922811875703207,6.997106081665984,4580.255928062933,11.531538792687705,14.507475837800321,140.66637389969873,1.3655743202889519e-14,3.2719600346851463,3763.3043803543787,10.136668360074578,5.3356045571359925,-0.0
97,2,2000,1000,1000,0.45,0.6,21.713430338873312,4.478130679091916,4334.533887275228,8.698797668996734,9.971733222164904,103.90981385517546,3.71515596133865e-10,1.6968172952605287,3841.8739029464055,9.140881995761399,3.7306635695315356,-0.0
98,2,2000,1000,1000,0.45,0.7,15.389953314106874,8.198344445195637,4333.962627556636,9.636748787143603,13.30439064331021,78.53189015804088,2.071229599169891e-07,3.771556800575825,4050.473643784312,10.383585584627793,4.109079941204078,-0.0
99,2,2000,1000,1000,0.45,0.7999999999999999,22.0444540418026,7.421723240801373,4178.8200665937875,10.255440873894633,11.645602550934992,101.28310656701066,2.6681812318692043e-10,0.28701484718664233,3915.4264854517046,7.577786871882484,2.536539385800155,-0.0
100,2,2000,1000,1000,0.45,0.8999999999999999,20.29981604225141,12.031763000639076,4273.158564411195,10.339855602097039,14.487566427792617,117.89953884731386,1.5272211285060306e-09,2.780198724401446,4074.131972729046,8.553264229694854,5.438068906661925,-0.0
101,2,2000,1000,1000,0.45,0.9999999999999999,27.43106065789109,44.71140670979449,4499.572455876547,16.011251010490085,14.50857155072826,112.61656743137416,1.2213563493908805e-12,1.43044462956308,3879.3306886855617,7.590057458162248,4.60053405117314,-0.0
102,2,2000,1000,1000,0.45,1.0999999999999999,31.359780693125387,15.72550674502917,4416.383083065401,12.722219603236855,14.506947167007226,123.8409553738553,2.3980817331903668e-14,2.186754528352883,3920.9351802392457,9.492616101464613,4.7476193140520415,-0.0
103,2,2000,1000,1000,0.45,1.2,51.44701321477308,25.676125532364537,4522.179335069538,12.90664738081621,14.508657736934605,193.79131048390235,-0.0,0.8909092954638934,3634.826389378983,8.464618969490738,12.231673572300087,-0.0
104,2,2000,1000,1000,0.5,0.0,0.5460053685989494,1.121133222270972,4016.96360076331,8.04794564199691,3.955863249011042,0.6345778943924959,0.8657381254392048,1.8479978422907954,4014.7391382689198,7.474107249568797,2.7431377867553732,0.7553614167296949
105,2,2000,1000,1000,0.5,0.09999999999999999,3.933259216785852,2.2997151781103264,4215.636643598245,7.095224956997468,7.305324799508763,15.90241296827958,0.019773976567200587,0.4190453594601394,3925.406585224129,7.01530859697685,4.0117957805630216,1.2407086950344772e-07
106,2,2000,1000,1000,0.5,0.19999999999999998,2.9244212018946745,2.5739187798729386,4123.767539206448,8.105390501665301,5.549451114056998,16.41957188767433,0.05519115690405615,2.03738167466025,3994.638568797105,8.04347532779294,3.322249991512261,7.397254316237205e-08
107,2,2000,1000,1000,0.5,0.3,4.476624883580893,1.7561538045476943,4023.0207312365665,7.608466037932729,3.06328348989223,16.988495011460135,0.011436881884487876,1.6961550919011767,3958.59155492453,6.833860596891777,2.850943659441523,4.187842782537312e-08
108,2,2000,1000,1000,0.5,0.39999999999999997,7.30476817244151,3.132245408871331,4206.676284267971,8.263420709251642,6.711567070357454,32.13553091865799,0.0006725514690228823,0.6928885536566434,3950.1112723063707,7.155593079392607,3.2744814708138366,1.1102230246251627e-14
109,2,2000,1000,1000,0.5,0.49999999999999994,5.4039645523586115,2.6206257708662277,4189.4380222643995,7.407866784162392,5.07770604206873,15.436932547313578,0.0045088598174491444,0.2507706780949967,3870.3734684636684,5.912916923743111,5.415788253488858,1.9761750878784208e-07
110,2,2000,1000,1000,0.5,0.6,3.670832363887994,2.1380365347068815,4031.621599865617,7.003073131311007,3.894567395421153,16.96170332321949,0.025784863782570448,1.4484253753500016,3988.397973444457,8.945605129814794,2.3876383151118077,4.3015586907246124e-08
111,2,2000,1000,1000,0.5,0.7,7.967455618385701,6.928331118636415,4125.459968600406,10.799796824686474,5.872481809424847,32.18962395363144,0.0003466197107133449,0.8623600858418912,4016.5394879588575,6.609602981425549,3.614572012579713,1.0436096431476527e-14
112,2,2000,1000,1000,0.5,0.7999999999999999,9.244350128892854,11.88447661095282,4235.500637377507,11.796889284967897,11.15534941923041,37.23652941125501,9.666087890486799e-05,2.0846980317475916,4013.1637283917976,7.396131388938518,3.462574247421821,1.1102230246251565e-16
113,2,2000,1000,1000,0.5,0.8999999999999999,11.509525064489264,12.008318461078334,4234.952973314257,11.516885286201957,8.088133727884909,55.47423954244972,1.0034112225581242e-05,1.0671216674415809,3998.417029683539,6.565170841959836,2.81914416118271,-0.0
114,2,2000,1000,1000,0.5,0.9999999999999999,4.546698868098953,5.4494049631931185,4238.275149858472,8.352332744121949,12.690877185637476,15.908551012395407,0.010658748940289176,1.9292831017962246,4075.2669533418602,7.947962672406616,3.2719006080501227,1.233116495003756e-07
