,berk_jones_greater,berk_jones_less,fisher_greater,fisher_less,hc_greater,hc_less,log_rank_greater,log_rank_less,min_p_greater,min_p_less,wilcoxon_greater,wilcoxon_less
q95,5.015918808987884,5.0556988872189255,2068.7304923303486,2107.795205115926,3.4009435658205662,5.862282918162105,1.2158745500729158,1.2158745500729158,9.358215316627351,10.289623173410678,,-0.0
